name,phone,interest,city,source,consent,status
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiogNBVV95cUxPQjZiWGhhNGdlN1FONDZORkk0ZmJnWVNmTWFlVG1iVlViRTFYVmJmZnhUMHd3cm1leDNlVkkxM1ZqQXBGMmpaV050dzJ0R3ppSXZiTlRHaF82SkE3V1JUaEpna2ttWVRLd1phVFVLWHByUWNhclRfNmYtT0cyZjdha3l3T3FGR3ZCSXJTbFM4S0otcFBOOFdlTmFkZ0pGZU9tMG1UeVVmRjZoWDFHdkhlbzJUeUd6YTcyNnU0NUhoLVVEQ2VyWXJPZC14WWNPVzVBVjNzSDJzNDFtSWtjSXFWNjZBMV9vRDdFYlAzYVhZSWtHWW5VQ1RqYXhYejNFWTlRWXVVYWpKODdWTTVvd3MtcTFlNXluVzN3ZjVfbHFZV0tyTmNRMlhSNC1LdGhMQnBSNlQzeHVKX3pJNnRJR2t6ZVRtQUFTQnZBcEg1QXNyQUMtY3RQVERndllqN192WlN3YzB3VTJxdHNGcVoyX0JLdUhleWlWelBBQXNITXVrWVlXbWZZMmMyZDZjcklqUDlMZzkwb3Vfc3NqQUthTV9JRTh3?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBkbDQwTF9ZSHNDdElfd0NOdnRYLWcySzVnQ0Voa2NjMy1KN0J4czFSUjNMeG5yN1JMSF9oOFVMR2R3bVdSdXU5OHZiM0Z4WEotZEUzLdIBWEFVX3lxTE43Z1ZHUVlydl9ZTVNmU19YaVZfM1dpRVRmSHRPdm1LYVBreVR0UGp6a3FKX1k0MjlOeDc2Qm5DZG1TcGo5OHpCWVNQMlJGdk1SZjZiYkcxZEw?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1DZHAwY1haZEk0QmZfaHRicE5Ea1U4YUE3Mjh5dFRFcU1vOVNSeGJGeVdaQjdlaGNIdFdYU2FmQ0Q0WTJub1RIMi1IZ1lBQnFGWEs2N9IBVEFVX3lxTE5tRTR6Z0M5MzdRN1JxMFNXQ19jMGJadUR0enF5ODJCdmg1dF9RWl9Tamt1NWw1a1RWZWdaRUZhN3FuaWpKMTNfblFWdjhEXzdJQjhpNQ?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMihwRBVV95cUxORVNienlnSFFoR1NXQThhOTJzYmFma1R3dHZsZkdOM2YwOWZfSnFEUC1rUDlveVh3b1A3OW5EaE8tWnVmVWFuaVNDWWRCOTVUeDRFcGpNWG9sZDNlaXBvZnJUaEdTaTZUWTBSMkMyZVZ6WXVaV2lmME5saURscVdmQmg5VFBSandORWQyb1VYeWJvQzFtZk9tNDVhQ25NdjVpTy11bG9Kb2JxaWVKaFZ1NGVlT3AyemI0NGZGcXpON3ZYZ1AtVmVsTk5qMlJqOWtXVTIzUVdKbGY1M0hWWE1NcDIyN3VjUlg3ZzhxTW90eGdCN3lfUnZGNnYxX3FvX1pNQTlMX1FZenhFaUJWc2I0ZEpnb0dGaWhITjgtYUdObG1RTlZMUUFpMEdERFI3M2V4U2Jvd3I3OGxZc01naEE1WDBacVJvWTMwRTJuNk1SaTh4dDdYelgwWU1Qb2JsbE9hWXp3dGpIR0tDa1JUNS1qT3ZDUUZBcFkxSG4wM3VUN0RXS1ZYVVNxWDQ2dHU1Tmo4cFdwMVJBMnY3LW5XeUhTcDB5M2QtVEE5YnhTMEs3VTB3VU5sbGQ0ZDZiV1lyWG83T3E5dXVkdXdaOEhaY0dqdnljaGI4QkxlWXN1VXlycEdCZENFbTlVYTY1SmJ6bjI3TjlUTl94NllsSmNOLU9reXE4OHpuU2vSAVZBVV95cUxOWkpBS3g0cHVsQXlQV2Y1bGdhVEVyOFVCWURHQTR3OW9NTE0zTGNJX0huZ3VvZjhRUHEycTNDc0FhM19RU1RSWi03SXdfbjViQlhSUUkxdw?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiV0FVX3lxTE1tQnFXdjBMcUcyZ2NzeEU5UnRCanhyNWpUMi1RZjl4OUZ4dU5WckRHLVk0Ukg2X3ZvVHJHZmR0R2VTNXc5SVFkbElQNlRpOVBXYWJBSlpnUQ?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9OaDRwSVo2R2UwSmZLcmV2dGNNejg0M1c0SjNtamh4SnR6NGNkUERTRU92WXgxVndwX2xWOUhkaHMxS3hjTXYyS19Wc3l3TUV4aFFR0gFXQVVfeXFMT1UtSUZzMTBiQUc2S0tzUUwtekJfYlBmYXVlZkdLRmJUUHYtTkdrTVpwbHFiUTJMMTRUbkpzcHlYRnRZTWRTSm5IV3lsdXNKT0l5TkYyS0tR?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMi6ARBVV95cUxPQXNPeFhNZHBoMmR6amtDLXBqaW9sMVhkUkN4U0JvN1hQMmdWM3hnNVNzQ2dBVTBBaHNvbXJRTndkZmJPbGdpZGt0WmU1c20xTG5TY2xYNDhhaWVQZkw5MHM0QVExVGZrSVpQUnpjWlZhbzE1Q2ozWHN6aklPeDAwSVU1bE5OdV9rNWtvTkFZc3RoM2xzTFc2QkdmTTI4d1BnUzdUbGdPcGNqdGtfS3ZBYWxzTU02ZGFYbXRtRkNUX1BlcF9qS1FUV1oxUndIalBOQmZ0ZmdCa0ZnekF0YXlVSmZzTlRSSXRNNXZXTUE0UW1MaVBVblJSdzZMelcxNFk5YjVTWU9SeWJhRnM3S2d2VEptMnc4OWd2QVNtMi0xSUN1MmppVE1UR3lFTDh1YXdGQ1pmU1EyOVVEQ2Y2RlpnR1pHS1dLYVBRMDlGYUF6TFBSU2hNVVkwRjk2ck1hTlJMYW5pajVpOWsxUzhLaE5QVXkyWVdzSlk2NTRYOFk2RVQwR2Rya0ZzUWU4TE5aQ1duT0ZZMHE4MU5HbFc1djFwLTl3Ti1QZ3pmNTE2WWlDRGlBdmd1VURpQ1lJZlFKNG8zVUFKM01UbmU5aEM1LXN6RHNldFBIZHBRN1JHYTV3c0lHMjRFQklSeTNrNmw3ZTV5eE0zSDVtX1lzU1g4a282RldpMXc3WXZiU3lPMlY4bGktQ2xnX1pZbjNLYWc4SFltSUZLLVEtWDIweWlvTFBqM1pnWDVaTXpfUjNUUjZIMnUxa1RqcmxveWRjTHMtQ01XcC1WZ0phZFFtX1ppcmpjTHFTdjJEeTIy0gFTQVVfeXFMTktpaldDRVJaVlpIRXh5WTZ5UmtVTUZ1MG9jM29jMzdVUFJVMFN6cDlUdUw2OFo5S0RpV0RCSU00OFdDdVkzNkNCMXJSaklna3prY0U?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1PVHhZY094ZEh1QmdCcTNzd0dCQnczZmQweE9OeGtscE5Ea1BVeHJ3ZjBJMXc0dWNodE1RZW5DQTl4Ykw5R1F6RU85QVNsOHhzNVFONNIBWEFVX3lxTFBwaExtOGtGMUFoTDMtRWFraVZweVM0WERqUGRkT2VGYWJYb05JVXlfNjQ2clcwUlUzNGptRVhRb3h0Z2liU291Zm45U3FaNHFzaHJTTlNSa1c?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9xdFJ0eHdIdXN3T0gwTDJIZEVfNzliaVRLeU9BbU12Y0NzRHZTR20wQ2VYaUFyaVBWejZodHN1S05yRm16MDdJRnZUX2VIcXhqTkHSAVJBVV95cUxPcXRSdHh3SHVzd09IMEwySGRFXzc5YmlUS3lPQW1NdmNDc0R2U0dtMENlWGlBcmlQVno2aHRzdUtOckZtejA3SUZ2VF9lSHF4ak5B?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMirwRBVV95cUxNXzd6dDdVSWtSSktRT0JSdzgxSGxaa1BNVzV2YkY4STNGUi1GdDFNOHhfUDdzcnQyMFJZRjJka3UtcUUtWkUwNUF3QVRlYkdFT3g5OFk1OTg0em1ONHVNRWF5QVVtMW04RS1vdDhJTHdGcUpuQUZsZXFvUzZkS3FaNTFwbUQyZ2JDRmM3dGpLTnlTMWV4bDFVSEh0MFdScGx1QWgyeDN4YXBjVlFWRXl4Tlp5UjRiU3RCQXBYT0VsM2VNNHVyWjY2N3NuN2ZVVXJCbGxlbC1oWXRzYkFqSnRoQndYb29OSFFiUzVoUURMd1ljMWdqXzVsXzhraHVURXhVcGpmaUdVaUlPZy1KaFFnMmZuNkhoSF9IMEtac1EtSUg2aGdONVRiZmFRUXpEVXVOTXkxX0tTMkpyNW1xR1hibkdZN0kwaFkxR2lSTWRvM2dmQmNtLURxLWJuRXlvZ0ZrNm92RjZUTjlsVFRGR3A4WUhQa3VIVFUySW5Pa2lGM1kyaW8ydjVIdThfRmM3ckFtSmdwaVVFeFlySDJnTjQ5UUJ0NEx4Tjk2OGpVSWMzLWVzNDl4QjYxZENWVlRtTXVScGNVYV8xYm1nY1B2SkxERm9SbHJqdEpWOWo3SDVPcHY0NTlfRE82c1laaTRacXhUUW85aExxZHFNNGJSb2cwNTR4SFhTLWFLaURPVHJ3RFA1UjY2cjZ2UmNENVA2RlgxWFBOcGVOam1OQzYtd0FV0gFTQVVfeXFMT3hZRWRZbEZxaHZvT1dGX1ZkZVFjUHVqUUFsU3poLWdtd1d2M1NicENiOFBDaHZQeGJULVJVZnItYXVqUV83ZmlXcFo4eDZIRXlzeEU?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiR0FVX3lxTE91aVhLb3dmeG5fbEJWMWp5SEFNUzRqd1lLTkhoeHVUV1MxU1ZzWlhhNTd1QkVlSHg5NXFkbEhMc2JheGdFUks0?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMi2wRBVV95cUxNY0RnbFpDT2VGQnB2Qkl2cTc3VGl4OEtpU19FOFI1UHp3V1M2X195NWtHNms4ZHVXV2s5LTI2blZPWndPM3VqV2EzWE92QW0wV3QzWEx5amstWFlneXllOG42dVVYaGJjY1RQWGkzUVlaNy0yOWZVdGdJS2V5ZDdBQjlCbTBNeGNmUUJJUmh0N0hSWjQtZGVfUzlSdHROVWRta25ZLW9rNHZHU05pYjZVWDBTUk5VMW5XcG1TZEg1OEpJdzQzd25xcUwwbkZEWV9uOW4wVV80SmtiTXhiRi1ZVm5YTzBOZjVNc3Z5a0ZhazVuU2t3S1c1M19SLW9XSGFRV3RHam9UVDFtY25xYkp0cVN6RUNPVEpXcGxBeEdUUDhaQkRMTVV1dVI3M2s4OUFVY1l4RkJUeWw0Um50aWQyQ3ZNSHN3UDdyWm9aVTZWdXl2ZzN1REFEemhqRDFiZnhqQzZSa1NRaUJvWnJnMEtES0VlbjBUQ1ZjSWtxMGRldjlGUTgybUQ2bFdyTFRYSEpxMTZfdE1qQzh3Rmc1a1J0U2pxejVVUWZZcEZMTUoyUkdjcWZERHVpV0FJTHpkR2R5OVR5UG1hUHpyaGVwZ19vQ0h6Z05mUG9CMjF3VXRFbVpCajMzelRmMjBFWEV5LUNPRWluMFpBcV9wMU5hMFhNdUxCamQtTzhNV1VpUTVDU0tpY0d6MGVTTEF3aWVkRWNuLUxhOFJQd0ItUE8zT1ZSeG92NlYwZUdpcmluODdWdGNUSlV6aU0yX2ZTSVVPallOZ3htWi1lOHlscGPSAVNBVV95cUxOTFpwdnhkUlFEZzVHTUFobDNZMTZIZFZqbG5PelE4Z2llaXVMSVVpSV92STBMVmdfZVN4Qzk0UE1LRzNIZjE1MjdsZ3RDbnVWVTNtVQ?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiqwRBVV95cUxQakFFdWI3VjFsUmt2OG14dzBHZEs0clVvdmFXOTFnVWt0MzdqM0NCaElVU1lpdDQ5UTI4SnBOalMtSVkxRHdzWkxaZkFlajNKS3NyV0hXcXk3a1MyNlJYOWJmcjl4S2hxYWVkdS1kX2JqelNpajRDbmFHd1JOT1g5SERVVjNBZDdVZGM1WFJEdHJxOTcyNmVGWWFxSzV0WjdSYkFnbENPUEh4dFVWWmNoaEp6eGRLVy1IWW1uSFVER21Dc1A2eGhIOU1LTlVNeXl0SWViRUFtbXBpUlExX05fUHZuNWc1VU5TcS13Yl93T1djSFl5VTBXTjJPa0tIOUU4M2E4czhjUFpqWlhLcnlXNEU3SnZyZ0c1Ym5MRXB5VjZWa0lISWNQdmZlZ1UtLUwxRXZhNU5DWHJmMllvMnZ0Y2dMUkQwb245c2l0VENRc0RXMEtBczdZUnEzWEhEUFNnS3c3UXgycTJCMlB1bGV3Q0t4MnBNbTlwV05qdWNPa28zSjR4SU1kcTd0aVVTc1FsVDdDUWtCTF8xa2Jta2YycEw5c2M2aWpva0NRTGNLNHQ3Y2RfOVlVb2JsMkM3UDlfLWhzbWFpM01tUEVoYjRwakliYjYyYkR4Q180S20yazkxZ2lpZXY1a2Y2X0VJaWV4Yk5LRkxOb0RDXzBYcUNGN1Z3Q1RHVkpGMnJKTlNvcmhPUkpDLUFmcGh6UDM4SzQ3WjRMQ2Z3cUhQNVk?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiVEFVX3lxTFByNE5xUC12T3VsVmVCeU9XLXdlMWhkTTEwT2YwYWZySFJHaVBoVERoNUc2Q3J4VndnR2libnozXzlIS3NlbktSOUVZRDl5VVRlYnpLLdIBWEFVX3lxTFBQbzV6d1ZiVTllNFdUeWZ2c1h3VjhDeEQ1eDM3RHFUN1RsSTk0Z2pVNjZmY3FHN2JTRHFnNFhLXzUtTjk4bkFCSXVZU3BEOTUtWXB6S0h4LTg?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9BcFl3Q25qOGhTMnpYRElNMnB5WkI5OERaQWdQb0VaTHVmNVdoU0ZVOEQ2TU1XNW80SFYyeFl1bkQ2MnN6M09jX0pSQTZZNERpanhB0gFXQVVfeXFMTm5zVkd1NW9USnRiWHMzUlZqT0x6ZERjS1RSaWJzUXM2czNKbG5BYWc2N0N6RUlkRUlvclRzMEx0ZlpsMFJRbF9SZ2RYdVZ6ck5RaUdwTWtR?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMi1ANBVV95cUxPTGpaRldad3VHS2pLU3I5SlVYOUVzMjBhWHRuRWt5MjJpRkVraFc3X2FCNm82ME5NN1VBOU03dTVGVGZ1TjFubFd0UTBjbHB6a1djbm9oUnlSV0doWGlsZ3hER1M5cGVGUnN3NDI3Q3lxUDB1NUdnakhvRlNneXlsU1VLc1NmVFN5eWhaa25zdkpocm1Xd1B2T05zaU54ZllsU2NuWlpab1FfWHU0VXcyR2M1bDMtczRNRUJ4QXkwd1A2S01WMG5HcGJnUHQyTWFfNzJVSDV1UnM0b0doOGU5X0ZkclhlUHVDS1JyTURUa20tSG53Z2xuc2gyaVluNnA0UUtObWx3TjV5ckYzcTAtRHlhRXZqbnh0bHgxeTRiZGlrNFg1NkNaQkV3SVlZZ29kTkhpOXdhYkVqRzdLaEszcVJEbDRnMGNJem5tbGplRnhUX0NZYjZVRUJWSkEwcUdKOXBwMU52LUFZaVYzVjgxcEVGU0R5ZXdObkF0b2Z1VUJxajcyQ3o4b3Y2RHhYRTRSNk5aNnRxTHpoVHFQX0IyeXo0bGRsYzBaMElvY3ZLU2ZnZW1tbldBZ1JEUDk4TVF4UGE2WFZsNV9LN2tJRVJwSHpKbnnSAVZBVV95cUxPTGpOdnZTSVp0a29sZ1J2WVh2MDNYN3hWaWVUdWR5RzV3TE1vS0VBSEtFWGs2d1VGU183OWxvaTktV21pVEhucHBRNFJtZ1ZGWFo2TnF6UQ?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMimgVBVV95cUxNMjhoZjNjY0hROWw5MDQ0X25xdTlKLWFSODRGMVl5NVFkMWZPUXFISlV4N01TQVZCeEdYTWpyMzVhUmxtbEVjcE9YUTJoV3FkMjNtdHBxeDhMbURsV1ZxVTNnZFZkZ0hFaW1wR0lVWE1BMmd2eHRvX01DTXZ5R1JVV3FnbTNpYlA4VUItQ002bExaRG9fMG9ybHFvV1ZMX1g1X1JmZU5WWmhRcHljU1VzZXBGVkxzSENybi1uQkpaYkZLRUdWa3BlYjZhVHlhanVBSTFNdXV4R0JoZWMzMm9aVkdaMEdjdGc1TzQyTjJBSTh3Q0VwZ1Q4TU5CTmxYeUgwVllPNFc3aGUtS1V4SzNJXzJzc0s0c2EtbE1xcUI0RnFPcmpzV3FKUndWM2t4YURaSjV3Sy1RMW1MMFlkNU1oWEg1X2hLTjZJRC1STWVyS09KenUtT25nX3lXS1VlSjB1ZzNTVGc3eGN4NmxqMm5sX25Jekx0QzJwYkxNZkFlMEdkSzFnRlNGR3lqeHZJdkV0eUdVM2Fxbi00T3I5YXlRUVZRNkR4S0ZMQ2lLWmZ1Mm5TQ210aG01SldOVlVIX0xMa0poeXVBZm1BTWVfZUlWLTlEWWhCYXVZMk1fbmdUWGRyNDRVV09YVmg0c2g0aFlsTkNja2M3SkJWRU1jSlJpeDRmckdCcnl5TkVud2oxOEN2OXNQblVEX2RBbnhSdTlJNDRJeC0xR29JZDVUbzN6SXRyYlY3TmNUUU9rU01mbEJqOUNYUFhZUWlnUlNTYXpkcTVYZmo0ZmNWcjNCZEZZeXdJNHlSSEM0UmljNFpackl4NE5xbXFISXRXWlR2YVZoTDRGY2RHWVBGUVRYdGNSNVJFVlExd25aY3fSAVNBVV95cUxNQmF1Wnk0ZnNXcHk5M2QwRi1yeWR1MVk5MmEtVWZZYzFGOTd6dDZiUXNkZVVNQkZxVHl5Qk1uUnkzU1REcW9EdVZIY2NXcGU5bDhLQQ?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMi-gRBVV95cUxOUHFZOUU4djJNdjBrMkJtM05pZzJ2bGF3RnRSYWVVb0U2N2c3eWo2UUQ0Zmh4RklTa2ZoTGc3NGRGcy12dEZZSVNwXzI4NVVBZXBjWGdPa2Jpb2xCYmRuSllSN1FPMDBzN1FCaFV1Y1JyQ0dhV0RYcVZvWmtfcnhrOTg5LXpkeHE0VjJCQVNnMXVSMVBJMnZtN2k4b09OZWxaQWtqbzROUlZBcHUyXzdxU25UNzNxeTFEcDBua1Y4SG1nc054TkVkb3JGc0lMdVFNbTZVVlUtZ0dWWkJVUko0Y1VFSlUwV3pPUEM3UkJVYS1xRDhMR19WY3BXMWROaGRnR1RwRS1nTmx1WjFDZnc0d2N2NEVBX3p5RUZTNGtybWhMNnhYbmtoZnNBZWRXWUQwTWFOYzFaTUJfVUhYU0doclVIZm1BeE5xV0ZzR2dRZWxFUktOYkNMc19BeXNtY191TGRZQThjU3NCSG9pRExMS3JZWmVxRHpSNF8ya3puS0NmLUh4WE9naUM1cmVzdmJnMFhRN3o2cDdtM21Ud1ZJeWVhY0VnNG9TcDBkZWgydldEdUFkRGJ3bUJvd2NCNy1PMi14QVB6WWRydDdrbWQ2UnQ0VUI0Um1jNmxvZDk2NzFRUVF1Yk5YUXpYSVBVQ3JwamNkRklmYWI0dVRQVndRUUlSbUNGd0FBQ1BWZi1kRkxZSEllMjk2d3lrSWNNT2xRQ0R1cTAxS2lMcUpzWC1Nako1ME93WWVsdGZNV25QbmE0ZXNqY1Y1QWRVVkVaeEY3Z2c2WUlMVmpJUU01VlJjVFA2dUliQjFmUXpfWF9fcnBsekc1bi1CYm9n0gFUQVVfeXFMTWV6UkhZZUpIOUlJSzdzTjEyX2pFalMtWVczOWlmRzFmZGo4a0t6LS11TW83cElQUXV0TUdRQy1URm50eUp1bU04bTRaeDF2Ym16WU1x?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiqANBVV95cUxQZ3Z0WGRwdU5pdFNnWmlQWUZPS2RieG4wbkpkazFNQmFrRWRMUVJJendUczFKNkhrd0c0VGlhV3pkRDBVYmNKS1VFSDN0UmN6WjZBTE50ZEdRRVd2R3pGbzdHT1hsQ1VJMEhsX0Z2SGJiR0JmY09iZ0F4TWZuaUx2VW9MMXk0ZVdwam55N2h4eEVhSWN6a1BjNUh5QmtiMVEwUXVhZ0VvQXF6RGx3UFZOX2hlZm1CMWsyZi1GQ25vR3hLZ2FIT0lBSS02eGktWWVVZXFRbjdyRzFzbVd6Z1owVENadFdCRUI4cW5GbmtIb0dhQ3MxWXFKclJmd2RaejJiNEFMeHlwc1Y5dkF5Y09oYTlwbU9Ncl94TUxqM00zUzExMlNIdDJPeWRFWDU4T1hBbVNPdUlQYVpYc2ZlQVhGeWtERmk3Ti1ZaXZUTks5WlhTUGxzX3RzekJZUVBnWEFXdDItNjNFZDB0T3dyZnhxTk43RHh1NzRLeWpiYTNHS2tXOU5qLWNUMldaeEE0Ujhpakp5MThkd25oQkhCOHl4X0h6empIVnVz?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMijwRBVV95cUxOMVhueE1WWW05WklNMnZvdHh5Y1M5em1YY2RNQ0E1bFpfd1hIX24wZlVoS0EzT1czZ1FFWkJyMXJqWTkwMHZEZzNaWUdqU3JfLTM4ZU5VSk1oVlM2S1J1TWp2dmlfWVFzR0pDR3RnS0xYWkRUb293S2lYU3pGQ3lSNnVITE9NOWw5Vkd5QjhyRmc3QlhEVUM3UHNZUGctSjY2aDBOdkx2UjZOTXR1aEhFUzQyck1HLXhJTnJGU0w0Zmh4MVFCYTlwa2JrODVYMEFMR2dyYThCODh1YVlXTG1UNmx2eFNTQndDR0RrckxUbTlvUmVnQTFuekFFRDlmVmVuUzNlaGNXeFRrMVNyV2MtQTBaT05HWXV5T3ZDeTFONklFeEJqVXVJN0trenVkLUFZd3hZZ2JJY1gwVVNGSkd6THBHaTJoTEZIek9LakFCLS1vSDhwU2FxRElENkRxekRJRVBaUU9kWjdkY1hCMGdreERLX2oxXzhZMkwycURIT3dHbVdHc082VEJDOGdHNEdWanp6REx5NkJqdm9OUHlMVmp4Z1RWQTFZSWFoa01pRHJXcm9LMnJoa05BV0k0d2ZPSDE3NmFEQjhtdWo1cEVidlpzODBrSk5jTGVFOG04X1RCVUFwcDZzZW11ZGtHaHJBcUhXUHVKS29qdmxWdEVUaWxxdEZJN0xTNDJRZmZNWdIBVEFVX3lxTE1YcWtpMlRlclJuajFXYjFjNzBMS2JTSzg5Nng5bVFsend2SGdycXdxMl9ST3NGbDlmX0ZpYklIakFaQWc2MlNfdk5IcFItLVRETFZ3SQ?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMi3ANBVV95cUxNVGNEajh2eGk0am1WNTk2Y1RqNzR1Tlh3MDg2Uy00Ny0xT1F5RG5VLUc5MkE1SFhBRnJ0a0U0Y00xeFVKS1pmbllBOXpZSzlST0dZdHlxYnJWRllQWHN6NUYwY0lsVFEyS1Zhb2Y0QjBaNGx1VTY4OGNKbDh2Rm1ncGlnYm5UaDdoMk93eUowa1FUVk50RUxSdEg4VUxzM2g1bDJXcDBwMFQyU2RNbFR0dXdVNjF5OUF3NzFrZEtVVGtoTDFhX1E5UW1TUnRoeDlsMTlVbkJlUkpEZXJZVGdDTVJHR2oweG11VDBuZWpROHVtWnRkbmlGMWxzMHFsWXdMMENWamY3cVhaZk1GZWtBMHJyZWQ1T1FqUUxvSnlrTzVnMzBoRGdoRm0wYlh5aXRTdGY3ZkFVbUEzMjUyMVBnaTZyRkw5c0ZnNGpMY09seXRmTDNIV3RiMGxlc3JsYkZWVHZZcmJCMFZmNlVtTHNKQUJPczc4TVZqSnZrSXBOMHVSUzd3UWZwTDFhZnk4OTY1Y1dOSnVvSXlEdzMtVmgtTlg1SmZ1REV1X3FaWkZfbFBMcG15Ul9pN2d4eXBRaTd1MjNrR28wd2JlMlMxT3ZIYnY0UUZyUlR3MVo0X9IBVEFVX3lxTE1TLVZlMVAxWTdCZ1FRbnhZczZmMVdPWUhuMlhUU1hYbkNqa0VlTkRXQ1JGaTlENTVxNkk1bzR3bjNiYzNWcTgyVnk5a1Y1a2JRV29FQw?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiTkFVX3lxTFBfWUVmb0RxWUxJMkxkdjlzMHRlcV9DNUtJZHZMRkM2TkMwT19IS3ZZbWo2ck8zVGNCOVFtaXFzcV90UTlYaTg1bHRFTnNaUQ?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1IWmgwN1hjQVdxNXhJOGJ0c0dOM0pYVjdDcjBoSGxZbUNlMWx5aDZQbXZ5Q1N4bk93QUtNWVE2OXZWeUtOeW1uZ0FBX0VsYlVrU0wwSNIBWEFVX3lxTFBCTXBIRFNFOFlfNU0tdGZZclJadGgwaHFjVEdQZlhsMkYzVFNGUy10ZHU4WnlTSVRKVDktdDFZZFM5bUNyV1d2OXpCazVnaV9YVFlRaUpEYXg?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiUkFVX3lxTFB5akRCVjhMRDh2cUZzeklCYVZZNXhsbENjZ0FhVm9fSHdfOVJTNmRINEtnU1VTd0ZUSzRnU0xHYzNNR3A0bmN0bjR3d00xTXV4SkHSAVRBVV95cUxQZ3JRSFgxdVdPaGI4Z2JWdmFCd2s3cGN4d2NyWHVwZVZFRlNHeFByblRKTWlJSVd1cTdpSGxRbWh1QzBzMDVJSnVMRWJMNXMtZDdNYTU?oc=5,no,discovered
,,مواشي المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBtaThPcmx5eFZITHFnUmpWWG5mejNvajNxRXV5elpVM2V5dzlrWjJvQTUxaTJSdmxyV2pWTFZCaVNUVVNzX0xTR0t0RzRKSmhYYXdN?oc=5,no,discovered
,,بيع أغنام المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiRkFVX3lxTE0wQms5bmlSVmNqTnVqRU5JR1VJc3BFREliVkhxVlB3QVNMZlE0NWxzWHprY2NuaWh5aVN4Sy1MdVIwckpCeFE?oc=5,no,discovered
,,بيع أغنام المدينة المنورة,المدينة المنورة,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9Pd3pxY3dYNVBUTUFGVlJ5Qy1yS1Voc1hqbEJ0b0JqV0RQTXFjSml6YXo4UUVPN0FmMXNsbzlYLTVOODdDaERici1qc1JIaEdKbC02ZtIBWEFVX3lxTE9EekNYYm9ESDF4RlVKZEpzdFZ0Rmg1U0I2YktWYW1zelhER2loV21sT2V6bzJtdFRXcGVNQ2EtWFN4LTZsU2h1Y2xTTzNCbEdCeW96VlNjNkE?oc=5,no,discovered
